ANALS_TRGET_YEAR,ANALS_TRGET_MT,AGE_FLAG_NM,KWRD_RANK_CO,KWRD_NM,FQ_CO
"2021","10","초등(8~13)","42","모습","463"
"2021","10","초등(8~13)","43","내용","443"
"2021","10","초등(8~13)","44","이해","441"
"2021","10","초등(8~13)","45","생활","433"
"2021","10","초등(8~13)","46","학교","432"
"2021","10","초등(8~13)","47","핵심","425"
"2021","10","초등(8~13)","48","구성","421"
"2021","10","초등(8~13)","49","지식","416"
"2021","10","초등(8~13)","49","문화","416"
"2021","10","초등(8~13)","51","상상력","412"
"2021","10","초등(8~13)","52","모험","404"
"2021","10","초등(8~13)","53","스토리","402"
"2021","10","초등(8~13)","54","이번","401"
"2021","10","초등(8~13)","55","재미","391"
"2021","10","초등(8~13)","56","생각","387"
"2021","10","초등(8~13)","57","국내창작동화","378"
"2021","10","초등(8~13)","58","마법","375"
"2021","10","초등(8~13)","58","엄마","375"
"2021","10","초등(8~13)","60","캐릭터","374"
"2021","10","초등(8~13)","61","고민","373"
"2021","10","초등(8~13)","62","초등학교","371"
"2021","10","초등(8~13)","63","공부","368"
"2021","10","초등(8~13)","64","가지","367"
"2021","10","초등(8~13)","65","선생님","358"
"2021","10","초등(8~13)","66","시간","352"
"2021","10","초등(8~13)","67","카카오프렌즈","341"
"2021","10","초등(8~13)","68","마법천자문","336"
"2021","10","초등(8~13)","69","어른","333"
"2021","10","초등(8~13)","70","대한민국","323"
"2021","10","초등(8~13)","70","인기","323"
"2021","10","초등(8~13)","72","배우","311"
"2021","10","초등(8~13)","73","서울문화사","310"
"2021","10","초등(8~13)","74","최고","309"
"2021","10","초등(8~13)","75","쿠키런서바이벌대작전","306"
"2021","10","초등(8~13)","76","베스트셀러","304"
"2021","10","초등(8~13)","76","그리스","304"
"2021","10","초등(8~13)","78","지구","301"
"2021","10","초등(8~13)","79","판타지","299"
"2021","10","초등(8~13)","80","위기","297"
"2021","10","초등(8~13)","81","단원","292"
"2021","10","초등(8~13)","82","방법","289"
"2021","10","초등(8~13)","83","활동","286"
"2021","10","초등(8~13)","84","내일은실험왕","283"
"2021","10","초등(8~13)","85","일본","282"
"2021","10","초등(8~13)","86","등장","279"
"2021","10","초등(8~13)","86","추리","279"
"2021","10","초등(8~13)","88","이론","277"
"2021","10","초등(8~13)","88","시대","277"
"2021","10","초등(8~13)","90","외국창작동화","276"
"2021","10","초등(8~13)","91","이유","274"
"2021","10","초등(8~13)","92","이상한과자가게전천당","270"
"2021","10","초등(8~13)","93","특별","266"
"2021","10","초등(8~13)","94","아빠","260"
"2021","10","초등(8~13)","95","선정","257"
"2021","10","초등(8~13)","96","발명품","256"
"2021","10","초등(8~13)","96","누구","256"
"2021","10","초등(8~13)","98","상식","253"
"2021","10","초등(8~13)","99","영웅","252"
"2021","10","초등(8~13)","100","대상","249"
